id;titolo;genere;regista;anno;durata;etaMinima;dataOra;costo
P1187;Sleuth;Mystery;Joseph L. Mankiewicz;1972;138;6;18/08/2026 10:30;7,00
P1188;Sleuth;Mystery;Joseph L. Mankiewicz;1972;138;6;17/08/2026 15:00;6,50
P1189;The Circus;Comedy;Charles Chaplin;1928;72;12;17/08/2026 13:00;8,00
P1190;The World's Fastest Indian;Biography;Roger Donaldson;2005;127;0;17/08/2026 10:00;8,00
P1191;The Game;Action;David Fincher;1997;129;12;16/08/2026 20:00;9,00
P1192;Roman Holiday;Comedy;William Wyler;1953;118;12;16/08/2026 17:00;6,50
P1193;Zwartboek;Drama;Paul Verhoeven;2006;145;16;16/08/2026 13:30;8,50
P1194;Blood Diamond;Adventure;Edward Zwick;2006;143;12;16/08/2026 10:30;7,00
P1195;Miracle on 34th Street;Comedy;George Seaton;1947;96;12;15/08/2026 15:30;6,50
P1196;Mad Max 2;Action;George Miller;1981;96;12;15/08/2026 13:00;7,50
P1197;Spoorloos;Mystery;George Sluizer;1988;107;12;15/08/2026 10:30;7,50
P1198;Kumonosu-jô;Drama;Akira Kurosawa;1957;110;12;14/08/2026 13:30;8,00
P1199;Awakenings;Biography;Penny Marshall;1990;121;0;14/08/2026 10:30;8,00
P1200;The Game;Action;David Fincher;1997;129;12;13/08/2026 17:30;7,50
P1201;Doctor Zhivago;Drama;David Lean;1965;197;12;13/08/2026 13:30;8,50
P1202;La battaglia di Algeri;Drama;Gillo Pontecorvo;1966;121;12;13/08/2026 10:30;8,50
P1203;Blood Diamond;Adventure;Edward Zwick;2006;143;12;12/08/2026 17:00;7,00
P1204;Zwartboek;Drama;Paul Verhoeven;2006;145;16;12/08/2026 13:30;8,50
P1205;Sleuth;Mystery;Joseph L. Mankiewicz;1972;138;6;12/08/2026 10:30;7,00
P1206;Star Wars;Action;George Lucas;1977;121;12;11/08/2026 13:30;7,00
P1207;The Wild Bunch;Action;Sam Peckinpah;1969;145;12;11/08/2026 10:00;6,50
P1208;Shadow of a Doubt;Film-Noir;Alfred Hitchcock;1943;108;6;10/08/2026 10:30;7,50
P1209;Being John Malkovich;Comedy;Spike Jonze;1999;113;16;09/08/2026 15:30;8,50
P1210;Roman Holiday;Comedy;William Wyler;1953;118;12;09/08/2026 12:30;8,00
P1211;Das Cabinet des Dr. Caligari;Fantasy;Robert Wiene;1920;76;12;09/08/2026 10:30;8,00
P1212;Being John Malkovich;Comedy;Spike Jonze;1999;113;16;08/08/2026 18:00;8,50
P1213;Being John Malkovich;Comedy;Spike Jonze;1999;113;16;08/08/2026 15:30;7,50
P1214;Glengarry Glen Ross;Crime;James Foley;1992;100;16;08/08/2026 13:00;8,50
P1215;Pride & Prejudice;Drama;Joe Wright;2005;129;6;08/08/2026 10:00;6,50
P1216;Badlands;Action;Terrence Malick;1973;94;6;07/08/2026 10:30;8,50
P1217;Delicatessen;Comedy;Marc Caro;1991;99;16;06/08/2026 13:00;7,00
P1218;On the Waterfront;Crime;Elia Kazan;1954;108;12;06/08/2026 10:30;8,00
P1219;Miracle on 34th Street;Comedy;George Seaton;1947;96;12;05/08/2026 15:00;6,50
P1220;À bout de souffle;Crime;Jean-Luc Godard;1960;90;0;05/08/2026 12:30;7,50
P1221;The Station Agent;Comedy;Tom McCarthy;2003;89;16;05/08/2026 10:00;8,50
P1222;Pride & Prejudice;Drama;Joe Wright;2005;129;6;04/08/2026 10:30;8,50
P1223;Roman Holiday;Comedy;William Wyler;1953;118;12;03/08/2026 12:30;6,50
P1224;Midnight Cowboy;Drama;John Schlesinger;1969;113;12;03/08/2026 10:00;6,50
P1225;No Man's Land;Comedy;Danis Tanovic;2001;98;16;02/08/2026 16:00;6,50
P1226;Awakenings;Biography;Penny Marshall;1990;121;0;02/08/2026 13:00;7,50
P1227;No Man's Land;Comedy;Danis Tanovic;2001;98;16;02/08/2026 10:30;8,50
P1228;Star Wars;Action;George Lucas;1977;121;12;01/08/2026 17:00;6,50
P1229;Awakenings;Biography;Penny Marshall;1990;121;0;01/08/2026 14:00;7,00
P1230;Doctor Zhivago;Drama;David Lean;1965;197;12;01/08/2026 10:00;7,00
P1231;Das Cabinet des Dr. Caligari;Fantasy;Robert Wiene;1920;76;12;31/07/2026 10:00;8,00
P1232;Miracle on 34th Street;Comedy;George Seaton;1947;96;12;30/07/2026 12:30;7,50
P1233;On the Waterfront;Crime;Elia Kazan;1954;108;12;30/07/2026 10:00;8,50
P1234;The Bridges of Madison County;Drama;Clint Eastwood;1995;135;12;29/07/2026 10:00;7,50
P1235;The World's Fastest Indian;Biography;Roger Donaldson;2005;127;0;28/07/2026 15:30;6,50
P1236;Being John Malkovich;Comedy;Spike Jonze;1999;113;16;28/07/2026 12:30;7,50
P1237;Das Cabinet des Dr. Caligari;Fantasy;Robert Wiene;1920;76;12;28/07/2026 10:00;7,00
P1238;The Wild Bunch;Action;Sam Peckinpah;1969;145;12;27/07/2026 10:30;8,00
P1239;Star Wars;Action;George Lucas;1977;121;12;26/07/2026 19:00;8,50
P1240;Awakenings;Biography;Penny Marshall;1990;121;0;26/07/2026 16:00;6,50
P1241;Badlands;Action;Terrence Malick;1973;94;6;26/07/2026 13:30;8,00
P1242;Pride & Prejudice;Drama;Joe Wright;2005;129;6;26/07/2026 10:30;8,50
P1243;Rebecca;Drama;Alfred Hitchcock;1940;130;12;25/07/2026 15:30;8,50
P1244;No Man's Land;Comedy;Danis Tanovic;2001;98;16;25/07/2026 13:00;7,50
P1245;Star Wars;Action;George Lucas;1977;121;12;25/07/2026 10:00;7,50
P1246;On the Waterfront;Crime;Elia Kazan;1954;108;12;24/07/2026 12:30;6,50
P1247;Manhattan;Comedy;Woody Allen;1979;96;16;24/07/2026 10:00;7,00
P1248;On the Waterfront;Crime;Elia Kazan;1954;108;12;23/07/2026 13:00;6,50
P1249;The Adventures of Robin Hood;Action;Michael Curtiz;1938;102;6;23/07/2026 10:30;7,00
P1250;Miracle on 34th Street;Comedy;George Seaton;1947;96;12;22/07/2026 13:30;8,50
P1251;The Bridges of Madison County;Drama;Clint Eastwood;1995;135;12;22/07/2026 10:30;7,00
P1252;Giant;Drama;George Stevens;1956;201;0;21/07/2026 13:30;7,00
P1253;The World's Fastest Indian;Biography;Roger Donaldson;2005;127;0;21/07/2026 10:30;8,50
P1254;Delicatessen;Comedy;Marc Caro;1991;99;16;20/07/2026 14:00;8,50
P1255;Doctor Zhivago;Drama;David Lean;1965;197;12;20/07/2026 10:00;7,00
P1256;The Circus;Comedy;Charles Chaplin;1928;72;12;19/07/2026 15:30;6,50
P1257;Unforgiven;Drama;Clint Eastwood;1992;130;12;19/07/2026 12:30;6,50
P1258;Tôkyô goddofâzâzu;Animation;Satoshi Kon;2003;90;12;19/07/2026 10:00;8,00
P1259;À bout de souffle;Crime;Jean-Luc Godard;1960;90;0;18/07/2026 15:00;8,50
P1260;Spoorloos;Mystery;George Sluizer;1988;107;12;18/07/2026 12:30;7,50
P1261;Tôkyô goddofâzâzu;Animation;Satoshi Kon;2003;90;12;18/07/2026 10:00;7,00
P1262;The World's Fastest Indian;Biography;Roger Donaldson;2005;127;0;17/07/2026 12:30;8,50
P1263;Badlands;Action;Terrence Malick;1973;94;6;17/07/2026 10:00;8,00
P1264;The World's Fastest Indian;Biography;Roger Donaldson;2005;127;0;16/07/2026 15:00;8,50
P1265;Funny Games;Crime;Michael Haneke;1997;108;12;16/07/2026 12:30;7,00
P1266;Spoorloos;Mystery;George Sluizer;1988;107;12;16/07/2026 10:00;7,00
P1267;Rebecca;Drama;Alfred Hitchcock;1940;130;12;15/07/2026 16:30;7,00
P1268;To Have and Have Not;Adventure;Howard Hawks;1944;100;6;15/07/2026 14:00;7,50
P1269;The Wild Bunch;Action;Sam Peckinpah;1969;145;12;15/07/2026 10:30;7,50
P1270;The World's Fastest Indian;Biography;Roger Donaldson;2005;127;0;14/07/2026 14:00;7,00
P1271;The Longest Day;Action;Ken Annakin;1962;178;0;14/07/2026 10:00;8,00
P1272;Heat;Crime;Michael Mann;1995;170;12;13/07/2026 17:00;7,00
P1273;Giant;Drama;George Stevens;1956;201;0;13/07/2026 12:30;8,50
P1274;The Graduate;Comedy;Mike Nichols;1967;106;12;13/07/2026 10:00;6,50
P1275;Manhattan;Comedy;Woody Allen;1979;96;16;12/07/2026 15:30;8,00
P1276;To Have and Have Not;Adventure;Howard Hawks;1944;100;6;12/07/2026 13:00;7,00
P1277;Trois couleurs: Blanc;Comedy;Krzysztof Kieslowski;1994;92;0;12/07/2026 10:30;6,50
P1278;Jungfrukällan;Drama;Ingmar Bergman;1960;89;12;11/07/2026 16:30;7,50
P1279;La battaglia di Algeri;Drama;Gillo Pontecorvo;1966;121;12;11/07/2026 13:30;6,50
P1280;La battaglia di Algeri;Drama;Gillo Pontecorvo;1966;121;12;11/07/2026 10:30;7,00
P1281;Cast Away;Adventure;Robert Zemeckis;2000;143;12;10/07/2026 13:30;8,50
P1282;The World's Fastest Indian;Biography;Roger Donaldson;2005;127;0;10/07/2026 10:30;8,50
P1283;Manhattan;Comedy;Woody Allen;1979;96;16;09/07/2026 16:00;7,00
P1284;Spoorloos;Mystery;George Sluizer;1988;107;12;09/07/2026 13:30;7,00
P1285;Kill Bill: Vol. 2;Action;Quentin Tarantino;2004;137;12;09/07/2026 10:30;6,50
P1286;Vizontele;Comedy;Yilmaz Erdogan;2001;110;12;08/07/2026 10:30;6,50
P1287;Funny Games;Crime;Michael Haneke;1997;108;12;07/07/2026 10:30;8,00
P1288;À bout de souffle;Crime;Jean-Luc Godard;1960;90;0;06/07/2026 10:30;8,00
P1289;Empire of the Sun;Action;Steven Spielberg;1987;153;0;05/07/2026 16:00;8,00
P1290;Fantasia;Animation;James Algar;1940;125;0;05/07/2026 13:00;6,50
P1291;La battaglia di Algeri;Drama;Gillo Pontecorvo;1966;121;12;05/07/2026 10:00;7,00
P1292;Spoorloos;Mystery;George Sluizer;1988;107;12;04/07/2026 19:00;9,00
P1293;Cast Away;Adventure;Robert Zemeckis;2000;143;12;04/07/2026 16:00;7,50
P1294;Apocalypto;Action;Mel Gibson;2006;139;12;04/07/2026 13:00;7,00
P1295;Spoorloos;Mystery;George Sluizer;1988;107;12;04/07/2026 10:30;8,50
P1296;The World's Fastest Indian;Biography;Roger Donaldson;2005;127;0;03/07/2026 10:30;6,50
P1297;Kal Ho Naa Ho;Comedy;Nikkhil Advani;2003;186;0;02/07/2026 10:00;8,50
P1298;À bout de souffle;Crime;Jean-Luc Godard;1960;90;0;01/07/2026 10:00;7,50
P1299;Jungfrukällan;Drama;Ingmar Bergman;1960;89;12;30/06/2026 16:00;7,50
P1300;Funny Games;Crime;Michael Haneke;1997;108;12;30/06/2026 13:00;8,50
P1301;Rebecca;Drama;Alfred Hitchcock;1940;130;12;30/06/2026 10:00;7,00
P1302;What's Eating Gilbert Grape;Drama;Lasse Hallström;1993;118;0;29/06/2026 13:30;7,50
P1303;Omohide poro poro;Animation;Isao Takahata;1991;118;0;29/06/2026 10:30;8,50
P1304;Apocalypto;Action;Mel Gibson;2006;139;12;28/06/2026 18:30;9,50
P1305;Fantasia;Animation;James Algar;1940;125;0;28/06/2026 15:30;7,00
P1306;In the Heat of the Night;Crime;Norman Jewison;1967;110;0;28/06/2026 13:00;8,00
P1307;Tôkyô goddofâzâzu;Animation;Satoshi Kon;2003;90;12;28/06/2026 10:30;8,50
P1308;To Have and Have Not;Adventure;Howard Hawks;1944;100;6;27/06/2026 16:00;7,00
P1309;To Have and Have Not;Adventure;Howard Hawks;1944;100;6;27/06/2026 13:30;8,00
P1310;Unforgiven;Drama;Clint Eastwood;1992;130;12;27/06/2026 10:30;8,50
P1311;Giant;Drama;George Stevens;1956;201;0;26/06/2026 14:00;8,50
P1312;Heat;Crime;Michael Mann;1995;170;12;26/06/2026 10:30;8,00
P1313;28 Days Later...;Drama;Danny Boyle;2002;113;12;25/06/2026 15:00;8,00
P1314;À bout de souffle;Crime;Jean-Luc Godard;1960;90;0;25/06/2026 12:30;7,00
P1315;Laura;Drama;Otto Preminger;1944;88;12;25/06/2026 10:00;8,50
P1316;Vizontele;Comedy;Yilmaz Erdogan;2001;110;12;24/06/2026 15:00;8,00
P1317;Trois couleurs: Blanc;Comedy;Krzysztof Kieslowski;1994;92;0;24/06/2026 12:30;6,50
P1318;The Graduate;Comedy;Mike Nichols;1967;106;12;24/06/2026 10:00;7,00
P1319;Unforgiven;Drama;Clint Eastwood;1992;130;12;23/06/2026 13:30;8,50
P1320;Anand;Drama;Hrishikesh Mukherjee;1971;122;0;23/06/2026 10:30;8,00
P1321;Laura;Drama;Otto Preminger;1944;88;12;22/06/2026 16:30;8,00
P1322;The Silence of the Lambs;Crime;Jonathan Demme;1991;118;12;22/06/2026 13:30;6,50
P1323;What's Eating Gilbert Grape;Drama;Lasse Hallström;1993;118;0;22/06/2026 10:30;8,50
P1324;Empire of the Sun;Action;Steven Spielberg;1987;153;0;21/06/2026 17:30;6,50
P1325;Rebecca;Drama;Alfred Hitchcock;1940;130;12;21/06/2026 14:30;8,00
P1326;Before Sunrise;Drama;Richard Linklater;1995;101;16;21/06/2026 12:00;7,00
P1327;Laura;Drama;Otto Preminger;1944;88;12;21/06/2026 10:00;7,50
P1328;Sling Blade;Drama;Billy Bob Thornton;1996;135;16;20/06/2026 15:30;8,00
P1329;Trois couleurs: Blanc;Comedy;Krzysztof Kieslowski;1994;92;0;20/06/2026 13:00;8,00
P1330;Tôkyô goddofâzâzu;Animation;Satoshi Kon;2003;90;12;20/06/2026 10:30;7,00
P1331;What's Eating Gilbert Grape;Drama;Lasse Hallström;1993;118;0;19/06/2026 12:30;7,00
P1332;Trois couleurs: Blanc;Comedy;Krzysztof Kieslowski;1994;92;0;19/06/2026 10:00;8,00
P1333;Jurassic Park;Action;Steven Spielberg;1993;127;12;18/06/2026 16:30;8,00
P1781265149540;Titanic;Drama;James Cameron;1998;194;16;30/06/2026 14:00;8,50
P1781265373604;Titanic;Drama;James Cameron;1998;194;16;01/07/2026 19:00;8,50
